MONSTER_TYPEID,NAME,CLASS,HP,ATK,DEF,RECOVER,VIOLENCE,STATUS_POISON,STATUS_WEAK,STATUS_SICK,STATUS_HURT,STATUS_PARALYSIS,STATUS_CURSE,SPARK_COIN,SPARK_SOUL,SKILL_BASE,ACTION_CNT_MIN,ACTION_CNT,AI,CATCH_ID,CATCH_RATE,CATCH_LEVEL_MIN,CATCH_LEVEL_MAX,IS_BOSS,
90763,907631,2,3704,704,299,269,500,0,0,0,0,0,0,170,85,46000,1,2,0,10131,2500,1,3,0,
90764,907641,3,3704,771,354,329,500,0,0,0,0,0,0,170,85,46001,1,2,0,10137,2500,1,3,0,
90765,907651,2,3865,804,326,389,500,0,0,0,0,0,0,170,85,46000,1,2,0,10131,2500,1,3,0,
90766,907661,1,3312,689,274,301,500,0,0,0,0,0,0,170,85,46001,1,2,0,10098,2500,1,3,0,
90767,907671,3,2981,793,274,301,500,0,0,0,0,0,0,170,85,46000,1,2,0,10101,2500,1,3,0,
90768,907681,3,3809,724,301,271,500,0,0,0,0,0,0,170,85,46001,1,2,0,10137,2500,1,3,0,
90769,907691,3,3809,793,356,331,500,0,0,0,0,0,0,170,85,46000,1,2,0,10167,2500,1,3,0,
90770,907701,4,3975,827,329,392,500,0,0,0,0,0,0,170,85,46001,1,2,0,10122,2500,1,3,0,
90771,907711,2,3221,670,272,299,500,0,0,0,0,0,0,170,85,46000,1,2,0,10095,2500,1,3,0,
90772,907721,4,2899,771,272,299,500,0,0,0,0,0,0,170,85,46001,1,2,0,10104,2500,1,3,0,
90773,907731,4,3704,704,299,269,500,0,0,0,0,0,0,170,85,46000,1,2,0,10104,2500,1,3,0,
90774,907741,4,3704,771,354,329,500,0,0,0,0,0,0,170,85,46001,1,2,0,10122,2500,1,3,0,
90775,907751,4,3865,804,326,389,500,0,0,0,0,0,0,170,85,46000,1,2,0,10122,2500,1,3,0,
90776,907761,5,3312,689,274,301,500,0,0,0,0,0,0,170,85,46001,1,2,0,10107,2500,1,3,0,
90777,907771,6,2981,793,274,301,500,0,0,0,0,0,0,170,85,46000,1,2,0,10110,2500,1,3,0,
90778,907781,6,3809,724,301,271,500,0,0,0,0,0,0,170,85,46001,1,2,0,10146,2500,1,3,0,
90779,907791,6,3809,793,356,331,500,0,0,0,0,0,0,170,85,46000,1,2,0,10146,2500,1,3,0,
90780,907801,5,3975,827,329,392,500,0,0,0,0,0,0,170,85,46001,1,2,0,10137,2500,1,3,0,
90781,907811,6,3312,689,274,301,500,0,0,0,0,0,0,170,85,46000,1,2,0,10110,2500,1,3,0,
90782,907821,5,2981,793,274,301,500,0,0,0,0,0,0,170,85,46001,1,2,0,10107,2500,1,3,0,
90783,907831,5,3809,724,301,271,500,0,0,0,0,0,0,170,85,46000,1,2,0,10137,2500,1,3,0,
90784,907841,6,3809,793,356,331,500,0,0,0,0,0,0,170,85,46001,1,2,0,10128,2500,1,3,0,
90785,907851,5,3975,827,329,392,500,0,0,0,0,0,0,170,85,46000,1,2,0,10137,2500,1,3,0,
90786,907861,1,3312,689,274,301,500,0,0,0,0,0,0,170,85,46001,1,2,0,10098,2500,1,3,0,
90787,907871,1,2981,793,274,301,500,0,0,0,0,0,0,182,91,46000,1,2,0,10167,2500,1,3,0,
90788,907881,6,3809,724,301,271,500,0,0,0,0,0,0,182,91,46001,1,2,0,10146,2500,1,3,0,
90789,907891,2,3809,793,356,331,500,0,0,0,0,0,0,182,91,46000,1,2,0,10095,2500,1,3,0,
90790,907901,2,3975,827,329,392,500,0,0,0,0,0,0,182,91,46001,1,2,0,10131,2500,1,3,0,
90791,907911,3,3436,715,278,306,500,0,0,0,0,0,0,182,91,46000,1,2,0,10137,2500,1,3,0,
90792,907921,3,3093,822,278,306,500,0,0,0,0,0,0,182,91,46001,1,2,0,10101,2500,1,3,0,
90793,907931,3,3952,751,306,275,500,0,0,0,0,0,0,182,91,46000,1,2,0,10167,2500,1,3,0,
90794,907941,4,3952,822,362,337,500,0,0,0,0,0,0,182,91,46001,1,2,0,10122,2500,1,3,0,
90795,907951,4,4123,858,334,398,500,0,0,0,0,0,0,182,91,46000,1,2,0,10104,2500,1,3,0,
90796,907961,1,3312,689,274,301,500,0,0,0,0,0,0,182,91,46001,1,2,0,10167,2500,1,3,0,
90797,907971,4,2981,793,274,301,500,0,0,0,0,0,0,182,91,46000,1,2,0,10122,2500,1,3,0,
90798,907981,5,3809,724,301,271,500,0,0,0,0,0,0,182,91,46001,1,2,0,10107,2500,1,3,0,
90799,907991,6,3809,793,356,331,500,0,0,0,0,0,0,182,91,46000,1,2,0,10128,2500,1,3,0,
90800,908001,5,3975,827,329,392,500,0,0,0,0,0,0,182,91,46001,1,2,0,10137,2500,1,3,0,
90801,908011,1,3436,715,278,306,500,0,0,0,0,0,0,182,91,46000,1,2,0,10098,2500,1,3,0,
90802,908021,2,3093,822,278,306,500,0,0,0,0,0,0,182,91,46001,1,2,0,10095,2500,1,3,0,
90803,908031,3,3952,751,306,275,500,0,0,0,0,0,0,182,91,46000,1,2,0,10101,2500,1,3,0,
90804,908041,4,3952,822,362,337,500,0,0,0,0,0,0,182,91,46001,1,2,0,10104,2500,1,3,0,
90805,908051,5,4123,858,334,398,500,0,0,0,0,0,0,195,98,46000,1,2,0,10110,2500,1,3,0,
90806,908061,6,3436,715,278,306,500,0,0,0,0,0,0,195,98,46001,1,2,0,10107,2500,1,3,0,
90807,908071,3,3093,822,278,306,500,0,0,0,0,0,0,195,98,46000,1,2,0,10101,2500,1,3,0,
90808,908081,1,3952,751,306,275,500,0,0,0,0,0,0,195,98,46001,1,2,0,10098,2500,1,3,0,
90809,908091,1,3952,822,362,337,500,0,0,0,0,0,0,195,98,46000,1,2,0,10167,2500,1,3,0,
90810,908101,1,4123,858,334,398,500,0,0,0,0,0,0,195,98,46001,1,2,0,10167,2500,1,3,0,
90811,908111,3,3436,715,278,306,500,0,0,0,0,0,0,195,98,46000,1,2,0,10104,2500,1,3,0,
90812,908121,2,3093,822,278,306,500,0,0,0,0,0,0,195,98,46001,1,2,0,10095,2500,1,3,0,
90813,908131,2,3952,751,306,275,500,0,0,0,0,0,0,195,98,46000,1,2,0,10131,2500,1,3,0,
90814,908141,3,3952,822,362,337,500,0,0,0,0,0,0,195,98,46001,1,2,0,10137,2500,1,3,0,
90815,908151,2,4123,858,334,398,500,0,0,0,0,0,0,195,98,46000,1,2,0,10131,2500,1,3,0,
90816,908161,1,3530,735,280,308,500,0,0,0,0,0,0,195,98,46001,1,2,0,10098,2500,1,3,0,
90817,908171,3,3177,845,280,308,500,0,0,0,0,0,0,195,98,46000,1,2,0,10101,2500,1,3,0,
90818,908181,3,4059,771,308,277,500,0,0,0,0,0,0,195,98,46001,1,2,0,10137,2500,1,3,0,
90819,908191,3,4059,845,364,339,500,0,0,0,0,0,0,195,98,46000,1,2,0,10167,2500,1,3,0,
90820,908201,4,4236,882,336,401,500,0,0,0,0,0,0,195,98,46001,1,2,0,10122,2500,1,3,0,
90821,908211,2,3436,715,278,306,500,0,0,0,0,0,0,195,98,46000,1,2,0,10095,2500,1,3,0,
90822,908221,4,3093,822,278,306,500,0,0,0,0,0,0,195,98,46001,1,2,0,10104,2500,1,3,0,
90823,908231,4,3952,751,306,275,500,0,0,0,0,0,0,210,105,46000,1,2,0,10104,2500,1,3,0,
90824,908241,4,3952,822,362,337,500,0,0,0,0,0,0,210,105,46001,1,2,0,10122,2500,1,3,0,
90825,908251,4,4123,858,334,398,500,0,0,0,0,0,0,210,105,46000,1,2,0,10122,2500,1,3,0,
90826,908261,5,3530,735,280,308,500,0,0,0,0,0,0,210,105,46001,1,2,0,10107,2500,1,3,0,
90827,908271,6,3177,845,280,308,500,0,0,0,0,0,0,210,105,46000,1,2,0,10110,2500,1,3,0,
90828,908281,6,4059,771,308,277,500,0,0,0,0,0,0,210,105,46001,1,2,0,10146,2500,1,3,0,
90829,908291,6,4059,845,364,339,500,0,0,0,0,0,0,210,105,46000,1,2,0,10146,2500,1,3,0,
90830,908301,5,4236,882,336,401,500,0,0,0,0,0,0,210,105,46001,1,2,0,10137,2500,1,3,0,
90831,908311,6,3530,735,280,308,500,0,0,0,0,0,0,210,105,46000,1,2,0,10110,2500,1,3,0,
90832,908321,5,3177,845,280,308,500,0,0,0,0,0,0,210,105,46001,1,2,0,10107,2500,1,3,0,
90833,908331,5,4059,771,308,277,500,0,0,0,0,0,0,210,105,46000,1,2,0,10137,2500,1,3,0,
90834,908341,6,4059,845,364,339,500,0,0,0,0,0,0,210,105,46001,1,2,0,10128,2500,1,3,0,
90835,908351,5,4236,882,336,401,500,0,0,0,0,0,0,210,105,46000,1,2,0,10137,2500,1,3,0,
90836,908361,1,3530,735,280,308,500,0,0,0,0,0,0,210,105,46001,1,2,0,10098,2500,1,3,0,
90837,908371,1,3177,845,280,308,500,0,0,0,0,0,0,210,105,46000,1,2,0,10167,2500,1,3,0,
90838,908381,6,4059,771,308,277,500,0,0,0,0,0,0,210,105,46001,1,2,0,10146,2500,1,3,0,
90839,908391,2,4059,845,364,339,500,0,0,0,0,0,0,210,105,46000,1,2,0,10095,2500,1,3,0,
90840,908401,2,4236,882,336,401,500,0,0,0,0,0,0,210,105,46001,1,2,0,10131,2500,1,3,0,
90841,908411,3,3585,746,285,313,500,0,0,0,0,0,0,210,105,46000,1,2,0,10137,2500,1,3,0,
90842,908421,3,3226,858,285,313,500,0,0,0,0,0,0,210,105,46001,1,2,0,10101,2500,1,3,0,
90843,908431,3,4123,784,313,282,500,0,0,0,0,0,0,210,105,46000,1,2,0,10167,2500,1,3,0,
90844,908441,4,4123,858,370,344,500,0,0,0,0,0,0,210,105,46001,1,2,0,10122,2500,1,3,0,
90845,908451,4,4302,895,341,407,500,0,0,0,0,0,0,210,105,46000,1,2,0,10104,2500,1,3,0,
90846,908461,1,3585,746,285,313,500,0,0,0,0,0,0,210,105,46001,1,2,0,10167,2500,1,3,0,
90847,908471,4,3226,858,285,313,500,0,0,0,0,0,0,210,105,46000,1,2,0,10122,2500,1,3,0,
90848,908481,5,4123,784,313,282,500,0,0,0,0,0,0,210,105,46001,1,2,0,10107,2500,1,3,0,
90849,908491,6,4123,858,370,344,500,0,0,0,0,0,0,210,105,46000,1,2,0,10128,2500,1,3,0,
90850,908501,5,4302,895,341,407,500,0,0,0,0,0,0,210,105,46001,1,2,0,10137,2500,1,3,0,
90851,908511,1,3585,746,285,313,500,0,0,0,0,0,0,210,105,46000,1,2,0,10098,2500,1,3,0,
90852,908521,2,3226,858,285,313,500,0,0,0,0,0,0,210,105,46001,1,2,0,10095,2500,1,3,0,
90853,908531,3,4123,784,313,282,500,0,0,0,0,0,0,210,105,46000,1,2,0,10101,2500,1,3,0,
90854,908541,4,4123,858,370,344,500,0,0,0,0,0,0,210,105,46001,1,2,0,10104,2500,1,3,0,
90855,908551,5,4302,895,341,407,500,0,0,0,0,0,0,210,105,46000,1,2,0,10110,2500,1,3,0,
90856,908561,6,3585,746,285,313,500,0,0,0,0,0,0,210,105,46001,1,2,0,10107,2500,1,3,0,
90857,908571,3,3226,858,285,313,500,0,0,0,0,0,0,210,105,46000,1,2,0,10101,2500,1,3,0,
90858,908581,1,4123,784,313,282,500,0,0,0,0,0,0,210,105,46001,1,2,0,10098,2500,1,3,0,
90859,908591,1,4123,858,370,344,500,0,0,0,0,0,0,225,113,46000,1,2,0,10167,2500,1,3,0,
90860,908601,1,4302,895,341,407,500,0,0,0,0,0,0,225,113,46001,1,2,0,10167,2500,1,3,0,
90861,908611,3,3608,751,286,315,500,0,0,0,0,0,0,225,113,46000,1,2,0,10104,2500,1,3,0,
90862,908621,2,3248,864,286,315,500,0,0,0,0,0,0,225,113,46001,1,2,0,10095,2500,1,3,0,
90863,908631,2,4150,789,315,284,500,0,0,0,0,0,0,225,113,46000,1,2,0,10131,2500,1,3,0,
90864,908641,3,4150,864,372,347,500,0,0,0,0,0,0,225,113,46001,1,2,0,10137,2500,1,3,0,
90865,908651,2,4330,901,344,410,500,0,0,0,0,0,0,225,113,46000,1,2,0,10131,2500,1,3,0,
90866,908661,1,3663,762,291,320,500,0,0,0,0,0,0,225,113,46001,1,2,0,10098,2500,1,3,0,
90867,908671,3,3296,877,291,320,500,0,0,0,0,0,0,225,113,46000,1,2,0,10101,2500,1,3,0,
90868,908681,3,4212,801,320,288,500,0,0,0,0,0,0,225,113,46001,1,2,0,10137,2500,1,3,0,
90869,908691,3,4212,877,378,352,500,0,0,0,0,0,0,225,113,46000,1,2,0,10167,2500,1,3,0,
90870,908701,4,4395,915,349,416,500,0,0,0,0,0,0,225,113,46001,1,2,0,10122,2500,1,3,0,
90871,908711,2,3842,799,305,335,500,0,0,0,0,0,0,225,113,46000,1,2,0,10095,2500,1,3,0,
90872,908721,4,3458,919,305,335,500,0,0,0,0,0,0,225,113,46001,1,2,0,10104,2500,1,3,0,
90873,908731,4,4418,839,335,302,500,0,0,0,0,0,0,225,113,46000,1,2,0,10104,2500,1,3,0,
90874,908741,4,4418,919,396,369,500,0,0,0,0,0,0,225,113,46001,1,2,0,10122,2500,1,3,0,
90875,908751,4,4610,959,366,436,500,0,0,0,0,0,0,225,113,46000,1,2,0,10122,2500,1,3,0,
90876,908761,5,3585,746,285,313,500,0,0,0,0,0,0,225,113,46001,1,2,0,10107,2500,1,3,0,
90877,908771,6,3226,858,285,313,500,0,0,0,0,0,0,225,113,46000,1,2,0,10110,2500,1,3,0,
90878,908781,6,4123,784,313,282,500,0,0,0,0,0,0,225,113,46001,1,2,0,10146,2500,1,3,0,
90879,908791,6,4123,858,370,344,500,0,0,0,0,0,0,225,113,46000,1,2,0,10146,2500,1,3,0,
90880,908801,5,4302,895,341,407,500,0,0,0,0,0,0,225,113,46001,1,2,0,10137,2500,1,3,0,
90881,908811,6,3608,751,286,315,500,0,0,0,0,0,0,225,113,46000,1,2,0,10110,2500,1,3,0,
90882,908821,5,3248,864,286,315,500,0,0,0,0,0,0,225,113,46001,1,2,0,10107,2500,1,3,0,
90883,908831,5,4150,789,315,284,500,0,0,0,0,0,0,225,113,46000,1,2,0,10137,2500,1,3,0,
90884,908841,6,4150,864,372,347,500,0,0,0,0,0,0,225,113,46001,1,2,0,10128,2500,1,3,0,
90885,908851,5,4330,901,344,410,500,0,0,0,0,0,0,225,113,46000,1,2,0,10137,2500,1,3,0,
90886,908861,1,3608,751,286,315,500,0,0,0,0,0,0,225,113,46001,1,2,0,10098,2500,1,3,0,
90887,908871,1,3248,864,286,315,500,0,0,0,0,0,0,225,113,46000,1,2,0,10167,2500,1,3,0,
90888,908881,6,4150,789,315,284,500,0,0,0,0,0,0,225,113,46001,1,2,0,10146,2500,1,3,0,
90889,908891,2,4150,864,372,347,500,0,0,0,0,0,0,242,121,46000,1,2,0,10095,2500,1,3,0,
90890,908901,2,4330,901,344,410,500,0,0,0,0,0,0,242,121,46001,1,2,0,10131,2500,1,3,0,
90891,908911,3,3663,762,291,320,500,0,0,0,0,0,0,242,121,46000,1,2,0,10137,2500,1,3,0,
90892,908921,3,3296,877,291,320,500,0,0,0,0,0,0,242,121,46001,1,2,0,10101,2500,1,3,0,
90893,908931,3,4212,801,320,288,500,0,0,0,0,0,0,242,121,46000,1,2,0,10167,2500,1,3,0,
90894,908941,4,4212,877,378,352,500,0,0,0,0,0,0,242,121,46001,1,2,0,10122,2500,1,3,0,
90895,908951,4,4395,915,349,416,500,0,0,0,0,0,0,242,121,46000,1,2,0,10104,2500,1,3,0,
90896,908961,1,3663,762,291,320,500,0,0,0,0,0,0,242,121,46001,1,2,0,10167,2500,1,3,0,
90897,908971,4,3296,877,291,320,500,0,0,0,0,0,0,242,121,46000,1,2,0,10122,2500,1,3,0,
90898,908981,5,4212,801,320,288,500,0,0,0,0,0,0,242,121,46001,1,2,0,10107,2500,1,3,0,
90899,908991,6,4212,877,378,352,500,0,0,0,0,0,0,242,121,46000,1,2,0,10128,2500,1,3,0,
90900,909001,5,4395,915,349,416,500,0,0,0,0,0,0,242,121,46001,1,2,0,10137,2500,1,3,0,
90901,909011,1,3686,767,293,322,500,0,0,0,0,0,0,242,121,46000,1,2,0,10098,2500,1,3,0,
90902,909021,2,3317,883,293,322,500,0,0,0,0,0,0,242,121,46001,1,2,0,10095,2500,1,3,0,
90903,909031,3,4239,806,322,290,500,0,0,0,0,0,0,242,121,46000,1,2,0,10101,2500,1,3,0,
90904,909041,4,4239,883,380,354,500,0,0,0,0,0,0,242,121,46001,1,2,0,10104,2500,1,3,0,
90905,909051,5,4423,921,351,418,500,0,0,0,0,0,0,242,121,46000,1,2,0,10110,2500,1,3,0,
90906,909061,6,3686,767,293,322,500,0,0,0,0,0,0,242,121,46001,1,2,0,10107,2500,1,3,0,
90907,909071,3,3317,883,293,322,500,0,0,0,0,0,0,242,121,46000,1,2,0,10101,2500,1,3,0,
90908,909081,1,4239,806,322,290,500,0,0,0,0,0,0,242,121,46001,1,2,0,10098,2500,1,3,0,
90909,909091,1,4239,883,380,354,500,0,0,0,0,0,0,242,121,46000,1,2,0,10167,2500,1,3,0,
90910,909101,1,4423,921,351,418,500,0,0,0,0,0,0,242,121,46001,1,2,0,10167,2500,1,3,0,
90911,909111,3,3842,799,305,335,500,0,0,0,0,0,0,242,121,46000,1,2,0,10104,2500,1,3,0,
90912,909121,2,3458,919,305,335,500,0,0,0,0,0,0,242,121,46001,1,2,0,10095,2500,1,3,0,
90913,909131,2,4418,839,335,302,500,0,0,0,0,0,0,242,121,46000,1,2,0,10131,2500,1,3,0,
90914,909141,3,4418,919,396,369,500,0,0,0,0,0,0,242,121,46001,1,2,0,10137,2500,1,3,0,
90915,909151,2,4610,959,366,436,500,0,0,0,0,0,0,242,121,46000,1,2,0,10131,2500,1,3,0,
90916,909161,1,3686,767,293,322,500,0,0,0,0,0,0,242,121,46001,1,2,0,10098,2500,1,3,0,
90917,909171,3,3317,883,293,322,500,0,0,0,0,0,0,242,121,46000,1,2,0,10101,2500,1,3,0,
90918,909181,3,4239,806,322,290,500,0,0,0,0,0,0,242,121,46001,1,2,0,10137,2500,1,3,0,
90919,909191,3,4239,883,380,354,500,0,0,0,0,0,0,259,130,46000,1,2,0,10167,2500,1,3,0,
90920,909201,4,4423,921,351,418,500,0,0,0,0,0,0,259,130,46001,1,2,0,10122,2500,1,3,0,
90921,909211,2,3842,799,305,335,500,0,0,0,0,0,0,259,130,46000,1,2,0,10095,2500,1,3,0,
90922,909221,4,3458,919,305,335,500,0,0,0,0,0,0,259,130,46001,1,2,0,10104,2500,1,3,0,
90923,909231,4,4418,839,335,302,500,0,0,0,0,0,0,259,130,46000,1,2,0,10104,2500,1,3,0,
90924,909241,4,4418,919,396,369,500,0,0,0,0,0,0,259,130,46001,1,2,0,10122,2500,1,3,0,
90925,909251,4,4610,959,366,436,500,0,0,0,0,0,0,259,130,46000,1,2,0,10122,2500,1,3,0,
90926,909261,5,3842,799,305,335,500,0,0,0,0,0,0,259,130,46001,1,2,0,10107,2500,1,3,0,
90927,909271,6,3458,919,305,335,500,0,0,0,0,0,0,259,130,46000,1,2,0,10110,2500,1,3,0,
90928,909281,6,4418,839,335,302,500,0,0,0,0,0,0,259,130,46001,1,2,0,10146,2500,1,3,0,
90929,909291,6,4418,919,396,369,500,0,0,0,0,0,0,259,130,46000,1,2,0,10146,2500,1,3,0,
90930,909301,5,4610,959,366,436,500,0,0,0,0,0,0,259,130,46001,1,2,0,10143,2500,1,3,0,
90931,909311,6,3864,804,307,337,500,0,0,0,0,0,0,259,130,46000,1,2,0,10110,2500,1,3,0,
90932,909321,5,3478,924,307,337,500,0,0,0,0,0,0,259,130,46001,1,2,0,10107,2500,1,3,0,
90933,909331,5,4444,844,337,304,500,0,0,0,0,0,0,259,130,46000,1,2,0,10143,2500,1,3,0,
90934,909341,6,4444,924,399,371,500,0,0,0,0,0,0,259,130,46001,1,2,0,10128,2500,1,3,0,
90935,909351,5,4637,965,368,439,500,0,0,0,0,0,0,259,130,46000,1,2,0,10143,2500,1,3,0,
90936,909361,1,3842,799,305,335,500,0,0,0,0,0,0,259,130,46001,1,2,0,10098,2500,1,3,0,
90937,909371,1,3458,919,305,335,500,0,0,0,0,0,0,259,130,46000,1,2,0,10167,2500,1,3,0,
90938,909381,6,4418,839,335,302,500,0,0,0,0,0,0,259,130,46001,1,2,0,10146,2500,1,3,0,
90939,909391,2,4418,919,396,369,500,0,0,0,0,0,0,259,130,46000,1,2,0,10095,2500,1,3,0,
90940,909401,2,4610,959,366,436,500,0,0,0,0,0,0,259,130,46001,1,2,0,10131,2500,1,3,0,
90941,909411,3,3864,804,307,337,500,0,0,0,0,0,0,259,130,46000,1,2,0,10137,2500,1,3,0,
90942,909421,3,3478,924,307,337,500,0,0,0,0,0,0,259,130,46001,1,2,0,10101,2500,1,3,0,
90943,909431,3,4444,844,337,304,500,0,0,0,0,0,0,259,130,46000,1,2,0,10167,2500,1,3,0,
90944,909441,4,4444,924,399,371,500,0,0,0,0,0,0,259,130,46001,1,2,0,10122,2500,1,3,0,
90945,909451,4,4637,965,368,439,500,0,0,0,0,0,0,259,130,46000,1,2,0,10104,2500,1,3,0,
90946,909461,1,3864,804,307,337,500,0,0,0,0,0,0,259,130,46001,1,2,0,10167,2500,1,3,0,
90947,909471,4,3478,924,307,337,500,0,0,0,0,0,0,259,130,46000,1,2,0,10122,2500,1,3,0,
90948,909481,5,4444,844,337,304,500,0,0,0,0,0,0,259,130,46001,1,2,0,10107,2500,1,3,0,
90949,909491,6,4444,924,399,371,500,0,0,0,0,0,0,278,139,46000,1,2,0,10128,2500,1,3,0,
90950,909501,5,4637,965,368,439,500,0,0,0,0,0,0,278,139,46001,1,2,0,10143,2500,1,3,0,
90951,909511,1,3910,813,310,341,500,0,0,0,0,0,0,278,139,46000,1,2,0,10098,2500,1,3,0,
90952,909521,2,3519,935,310,341,500,0,0,0,0,0,0,278,139,46001,1,2,0,10095,2500,1,3,0,
90953,909531,3,4497,854,341,307,500,0,0,0,0,0,0,278,139,46000,1,2,0,10101,2500,1,3,0,
90954,909541,4,4497,935,403,375,500,0,0,0,0,0,0,278,139,46001,1,2,0,10104,2500,1,3,0,
90955,909551,5,4692,976,372,444,500,0,0,0,0,0,0,278,139,46000,1,2,0,10110,2500,1,3,0,
90956,909561,6,3910,813,310,341,500,0,0,0,0,0,0,278,139,46001,1,2,0,10107,2500,1,3,0,
90957,909571,3,3519,935,310,341,500,0,0,0,0,0,0,278,139,46000,1,2,0,10101,2500,1,3,0,
90958,909581,1,4497,854,341,307,500,0,0,0,0,0,0,278,139,46001,1,2,0,10098,2500,1,3,0,
90959,909591,1,4497,935,403,375,500,0,0,0,0,0,0,278,139,46000,1,2,0,10167,2500,1,3,0,
90960,909601,1,4692,976,372,444,500,0,0,0,0,0,0,278,139,46001,1,2,0,10167,2500,1,3,0,
90961,909611,3,3864,804,307,337,500,0,0,0,0,0,0,278,139,46000,1,2,0,10104,2500,1,3,0,
90962,909621,2,3478,924,307,337,500,0,0,0,0,0,0,278,139,46001,1,2,0,10095,2500,1,3,0,
90963,909631,2,4444,844,337,304,500,0,0,0,0,0,0,278,139,46000,1,2,0,10131,2500,1,3,0,
90964,909641,3,4444,924,399,371,500,0,0,0,0,0,0,278,139,46001,1,2,0,10137,2500,1,3,0,
90965,909651,2,4637,965,368,439,500,0,0,0,0,0,0,278,139,46000,1,2,0,10131,2500,1,3,0,
90966,909661,1,3910,813,310,341,500,0,0,0,0,0,0,278,139,46001,1,2,0,10098,2500,1,3,0,
90967,909671,3,3519,935,310,341,500,0,0,0,0,0,0,278,139,46000,1,2,0,10101,2500,1,3,0,
90968,909681,3,4497,854,341,307,500,0,0,0,0,0,0,278,139,46001,1,2,0,10137,2500,1,3,0,
90969,909691,3,4497,935,403,375,500,0,0,0,0,0,0,278,139,46000,1,2,0,10167,2500,1,3,0,
90970,909701,4,4692,976,372,444,500,0,0,0,0,0,0,278,139,46001,1,2,0,10122,2500,1,3,0,
90971,909711,2,3910,813,310,341,500,0,0,0,0,0,0,278,139,46000,1,2,0,10095,2500,1,3,0,
90972,909721,4,3519,935,310,341,500,0,0,0,0,0,0,278,139,46001,1,2,0,10104,2500,1,3,0,
90973,909731,4,4497,854,341,307,500,0,0,0,0,0,0,278,139,46000,1,2,0,10104,2500,1,3,0,
90974,909741,4,4497,935,403,375,500,0,0,0,0,0,0,278,139,46001,1,2,0,10122,2500,1,3,0,
90975,909751,4,4692,976,372,444,500,0,0,0,0,0,0,278,139,46000,1,2,0,10122,2500,1,3,0,
90976,909761,5,3932,818,312,343,500,0,0,0,0,0,0,278,139,46001,1,2,0,10107,2500,1,3,0,
90977,909771,6,3539,941,312,343,500,0,0,0,0,0,0,278,139,46000,1,2,0,10110,2500,1,3,0,
90978,909781,6,4522,859,343,309,500,0,0,0,0,0,0,278,139,46001,1,2,0,10146,2500,1,3,0,
90979,909791,6,4522,941,406,378,500,0,0,0,0,0,0,278,139,46000,1,2,0,10146,2500,1,3,0,
90980,909801,5,4719,981,374,446,500,0,0,0,0,0,0,278,139,46001,1,2,0,10143,2500,1,3,0,
90981,909811,6,3932,818,312,343,500,0,0,0,0,0,0,278,139,46000,1,2,0,10110,2500,1,3,0,
90982,909821,5,3539,941,312,343,500,0,0,0,0,0,0,278,139,46001,1,2,0,10107,2500,1,3,0,
90983,909831,5,4522,859,343,309,500,0,0,0,0,0,0,278,139,46000,1,2,0,10143,2500,1,3,0,
90984,909841,6,4522,941,406,378,500,0,0,0,0,0,0,278,139,46001,1,2,0,10128,2500,1,3,0,
90985,909851,5,4719,981,374,446,500,0,0,0,0,0,0,298,149,46000,1,2,0,10143,2500,1,3,0,
90986,909861,1,3910,813,310,341,500,0,0,0,0,0,0,298,149,46001,1,2,0,10098,2500,1,3,0,
90987,909871,1,3519,935,310,341,500,0,0,0,0,0,0,298,149,46000,1,2,0,10167,2500,1,3,0,
90988,909881,6,4497,854,341,307,500,0,0,0,0,0,0,298,149,46001,1,2,0,10146,2500,1,3,0,
90989,909891,2,4497,935,403,375,500,0,0,0,0,0,0,298,149,46000,1,2,0,10095,2500,1,3,0,
90990,909901,2,4692,976,372,444,500,0,0,0,0,0,0,298,149,46001,1,2,0,10131,2500,1,3,0,
90991,909911,3,3932,818,312,343,500,0,0,0,0,0,0,298,149,46000,1,2,0,10137,2500,1,3,0,
90992,909921,3,3539,941,312,343,500,0,0,0,0,0,0,298,149,46001,1,2,0,10101,2500,1,3,0,
90993,909931,3,4522,859,343,309,500,0,0,0,0,0,0,298,149,46000,1,2,0,10167,2500,1,3,0,
90994,909941,4,4522,941,406,378,500,0,0,0,0,0,0,298,149,46001,1,2,0,10122,2500,1,3,0,
90995,909951,4,4719,981,374,446,500,0,0,0,0,0,0,298,149,46000,1,2,0,10104,2500,1,3,0,
90996,909961,1,3932,818,312,343,500,0,0,0,0,0,0,298,149,46001,1,2,0,10167,2500,1,3,0,
90997,909971,4,3539,941,312,343,500,0,0,0,0,0,0,298,149,46000,1,2,0,10122,2500,1,3,0,
90998,909981,5,4522,859,343,309,500,0,0,0,0,0,0,298,149,46001,1,2,0,10107,2500,1,3,0,
90999,909991,6,4522,941,406,378,500,0,0,0,0,0,0,298,149,46000,1,2,0,10128,2500,1,3,0,
91000,910001,5,4719,981,374,446,500,0,0,0,0,0,0,298,149,46001,1,2,0,10143,2500,1,3,0,
91001,910011,1,3978,827,316,347,500,0,0,0,0,0,0,298,149,46000,1,2,0,10098,2500,1,3,0,
91002,910021,2,3580,951,316,347,500,0,0,0,0,0,0,298,149,46001,1,2,0,10095,2500,1,3,0,
91003,910031,3,4574,868,347,313,500,0,0,0,0,0,0,298,149,46000,1,2,0,10101,2500,1,3,0,
